brand,model,years,curb_weight_kg,notes
"Volvo","850 (универсал, T5)","1991–1997","1500","Переднеприводная модель, прославившаяся в BTCC"
"Volvo","C30 (T5)","2006–2013","1400","Компактный трёхдверный хэтчбек в ретро-стиле. Масса: 1,330–1,400 кг"
"Voyah","Free (BEV, RWD, базовая)","2021–наст.","2270","Электрический кроссовер, задний привод"
"Voyah","Free (BEV, AWD, топ-версия)","2021–наст.","2485","Электрический кроссовер, полный привод, 694 л.с."
"Voyah","Free (EREV, 1.5T, AWD)","2021–наст.","2290","Гибридный кроссовер, 1.5T генератор + 2 э/м (490 л.с.), полный привод. Масса: 2270-2290 кг"
"Voyah","Dreamer (PHEV, 1.5T, AWD)","2022–наст.","2590","Полноразмерный гибридный минивэн, 7 мест, полный привод"
"Voyah","Dreamer (BEV, AWD)","2022–наст.","2645","Электрический минивэн, полный привод. Масса: 2645-2685 кг"
"Voyah","Passion / Zhuiguang (BEV, базовая)","2023–наст.","2286","Представительский электрический седан, задний привод. Масса: 2258-2286 кг"
"Voyah","Passion / Zhuiguang (BEV, AWD)","2023–наст.","2266","Электрический седан, полный привод, 694 л.с."
"Voyah","Passion (PHEV, 1.5T, AWD)","2023–наст.","2245","Гибридный представительский седан, 1.5T генератор + 2 э/м, полный привод"
"Voyah","Courage / Zhiyin (BEV, 77 кВт·ч)","2024–наст.","2099","Электрический кроссовер, задний привод, батарея 77 кВт·ч"
"W Motors","Lykan HyperSport","2013–2017","1380","Эксклюзивный гиперкар, 3.7 л твин-турбо V6 RUF (780 л.с.), 6-ст. секвентальная КПП, задний привод. Тираж 7 экз. Масса: 1,380–1,400 кг."
"W Motors","Fenyr SuperSport","2017–наст.","1200","Гиперкар, 4.0 л твин-турбо V6 RUF (800 л.с.), 7-ст. PDK, задний привод, карбоновый кузов. Тираж 110 экз. Масса: 1,200–1,350 кг."
"Wuling","Sunshine / Zhiguang","2002–наст.","920–1050","Классический микроавтобус, один из самых продаваемых автомобилей в Китае. Масса: 920–1,050 кг"
"Wuling","Sunshine EV / Zhiguang EV","2025–наст.","892","Электрическая версия Sunshine, батарея 17.7 кВт·ч, запас хода 201 км (CLTC). Масса: 892 кг"
"Wuling","Hongguang","2010–наст.","1130–1260","Компактный минивэн (MPV), бестселлер китайского рынка. Масса: 1,130–1,260 кг"
"Wuling","Hongguang S3","2018–наст.","1215–1275","Второе поколение Hongguang S (Xin Hongguang). Масса: 1,215–1,275 кг"
"Wuling","Jiachen","2022–наст.","1410–1530","Компактный минивэн с трёхрядным салоном (2+2+3). Масса: 1,410–1,530 кг"
"Wuling","Xingchi","2022–наст.","1190–1320","Субкомпактный кроссовер, 1.5L (99 л.с.) / 1.5T (147 л.с.). Масса: 1,190–1,320 кг"
"Wuling","Nebula","2023–наст.","1565–1600","Компактный гибридный кроссовер, 2.0L (136 л.с.) + э/м (177 л.с.). Масса: 1,565–1,600 кг"
"Wuling","Air EV","2022–наст.","760–888","Городской электромобиль (city car). Масса: 760 кг (SWB) / 888 кг (LWB). Также MG Comet EV / Chevrolet Spark EV"
"Wuling","Hongguang Mini EV","2020–наст.","665–780","Самый продаваемый электромобиль в Китае. Масса: 665 кг (ранние) / 780 кг (4-дверные). Версии: Macaron, Gameboy, Convertible"
"Wuling","Binguo","2023–наст.","990–1185","Электрический хэтчбек на смену Mini EV. Масса: 990–1,185 кг"
"Wuling","Binguo Plus / Bingo S","2024–наст.","1235–1250","Более крупная версия Binguo. Масса: 1,235–1,250 кг"
"Wuling","Rongguang","2020–наст.","1220–1450","Коммерческий фургон и микроавтобус. Масса: 1,220–1,450 кг"
"Wuling","Sunshine Pickup","2002–наст.","930–1010","Пикап на базе микроавтобуса Sunshine. Масса: 930–1,010 кг"
"Xiaomi","SU7 (Standard, RWD)","2024–наст.","1980","Базовый седан, задний привод, батарея 73.6 кВт·ч, запас хода 700 км (CLTC)"
"Xiaomi","SU7 (AWD, топ-версия)","2024–наст.","2205","Полноприводный седан, два электромотора, батарея 101 кВт·ч, запас хода 800 км"
"Xiaomi","SU7 (2026, рестайлинг)","2026–наст.","2167","Обновлённая версия седана. Масса: 2,055–2,280 кг"
"Xiaomi","SU7 Ultra (AWD, трёхмоторная)","2024–наст.","2360","Экстремальный седан, три электромотора (1,548 л.с.), разгон 0-100 км/ч за 2.1 с, карбоновый обвес"
"Xiaomi","YU7 (Standard, RWD)","2025–наст.","2200","Базовый кроссовер, задний привод, батарея 73 кВт·ч, запас хода 633 км. Масса: 2,200–2,315 кг"
"Xiaomi","YU7 (AWD, топ-версия)","2025–наст.","2405","Полноприводный кроссовер, 681 л.с., батарея 101 кВт·ч, запас хода 760 км, разгон 0-100 км/ч за 3.23 с"
"XPeng","MONA M03 (515 км, RWD)","2024–наст.","1739","Доступный седан суббренда MONA. Батарея 51.8 кВт·ч, запас хода 515 км (CLTC). Масса: 1661–1739 кг"
"XPeng","MONA M03 (620 км, RWD)","2024–наст.","1810","Седан MONA. Батарея 62.2 кВт·ч, запас хода 620 км (CLTC). Масса: 1739–1810 кг"
"XPeng","P5 (460 км, RWD)","2021–наст.","1730","Компактный седан. Батарея 55.4 кВт·ч, запас хода 460 км (NEDC). Масса: 1715–1730 кг"
"XPeng","P5 (600 км, RWD)","2021–наст.","1770","Компактный седан. Батарея 71.4 кВт·ч, запас хода 600 км (CLTC)"
"XPeng","P7+ (602 км, RWD)","2024–наст.","2035","Новый седан, наследник P7i. Батарея 60.7 кВт·ч, запас хода 602 км (CLTC). Масса: 1937–2035 кг"
"XPeng","G6 (580 км, RWD)","2023–наст.","2020","Среднеразмерный кроссовер-купе. Батарея 66 кВт·ч, запас хода 580 км (CLTC). Масса: 1900–2020 кг"
"XPeng","G6 (755 км, RWD)","2023–наст.","2020","Кроссовер-купе. Батарея 87.5 кВт·ч, запас хода 755 км (CLTC)"
"XPeng","G6 (AWD, 700 км)","2023–наст.","2095","Полноприводный кроссовер-купе. Два э/м (487 л.с.), батарея 87.5 кВт·ч, запас хода 700 км (CLTC)"
"XPeng","G9 (570 км, RWD)","2022–наст.","2205","Флагманский кроссовер. Батарея 78.2 кВт·ч, запас хода 570 км (CLTC). Масса: 2205–2235 кг"
"XPeng","G9 (702 км, RWD)","2022–наст.","2235","Флагманский кроссовер. Батарея 98 кВт·ч, запас хода 702 км (CLTC). Масса: 2235–2270 кг"
"XPeng","G9 (AWD, 650 км)","2022–наст.","2360","Полноприводный флагманский кроссовер. Два э/м (551 л.с.), батарея 98 кВт·ч, запас хода 650 км (CLTC)"
"XPeng","X9 (610 км, FWD)","2024–наст.","2630","Полноразмерный электрический минивэн. Батарея 84.5 кВт·ч, запас хода 610 км (CLTC). Масса: 2560–2630 кг"
"XPeng","G3 / G3i (Identity X)","2018–2024","1637","Компактный кроссовер, снят с производства в 2024 г. Масса: 1609–1637 кг"
"XPeng","P7 / P7i (Performance, AWD)","2020–2024","2140","Полноприводный седан. Снят с производства, заменён моделью P7+"
"X-Cite","X-Cross 7","2024–2025","1540","Переднеприводный кроссовер (Chery Tiggo 7 Pro Max). 1.5 л турбо (147 л.с.), вариатор CVT. Колёсная база: 2670 мм, клиренс: 190 мм."
"X-Cite","X-Cross 8 (передний привод)","2024–2025","1629","Семиместный кроссовер (Chery Tiggo 8 Pro). 1.6 л турбо (150 л.с.), 7-ст. робот DCT. Клиренс: 190 мм. Масса варьируется от 1629 до 1734 кг."
"X-Cite","X-Cross 8 (полный привод, AWD)","2024–2025","1734","Полноприводная версия флагманского кроссовера. Масса: 1734 кг."
"Yangwang","U8 (PHEV, EREV)","2023–наст.","3490","Полноразмерный рамный внедорожник, 4 э/м (1196 л.с.) + 2.0T генератор, гидроподвеска DiSus-P, запас хода до 1000 км (CLTC). Масса: 3460–3490 кг."
"Yangwang","U9 (BEV)","2024–наст.","2475","Электрический суперкар, 4 э/м (1305 л.с.), разгон 0-100 км/ч за 2.36 с, батарея 80 кВт·ч, DiSus-X"
"Yangwang","U7 (BEV, RWD, базовая)","2024–наст.","3095","Представительский электрический седан, задний привод, батарея 135.5 кВт·ч, запас хода 720 км (CLTC). Масса: 3060–3095 кг."
"Yangwang","U7 (BEV, AWD, топ-версия)","2024–наст.","3195","Представительский электрический седан, полный привод, 1305 л.с., батарея 135.5 кВт·ч, разгон 0-100 км/ч за 2.9 с. Масса: 3145–3195 кг."
"ZAZ","965 («Горбатый»)","1960–1969","665","Первый «Запорожец», заднее расположение двигателя"
